Area Code,Year,Env_Local_Authority_Name,Clinical_Area_Name,Sex,Age,PM2.5_Total,PM2.5_Anthropogenic,PM2.5_Non_Anthropogenic,Condition,Value,Count,Denominator,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Compared to England value or percentiles,Time period
E06000019,2020,County Of Herefordshire,Herefordshire,Persons,6+ yrs,5.9063,5.2545,0.6518,Asthma,6.672508069,12032.0,180322.0,6.558128277,6.788267228,6.493317464,6.855982789,Higher 99.8,2020/21
E06000019,2020,County Of Herefordshire,Herefordshire,Male,All ages,5.9063,5.2545,0.6518,Alcohol-related CVD,1151.941698,1273.04,91278.0,1088.882335,1217.671922,1053.740604,1256.306612,Similar,2020/21
E06000019,2020,County Of Herefordshire,Herefordshire,Female,All ages,5.9063,5.2545,0.6518,Alcohol-related CVD,156.2214952,191.81,94608.0,134.5554319,180.3398032,123.1437264,194.9317756,Better,2020/21
E06000019,2020,County Of Herefordshire,Herefordshire,Persons,All ages,5.9063,5.2545,0.6518,Alcohol-related CVD,621.5920647,1464.85,185886.0,589.8577028,654.5774773,572.1310573,673.9408411,Similar,2020/21
E06000019,2021,County Of Herefordshire,Herefordshire,Persons,18+ yrs,6.1351,5.6074,0.5277,CKD,4.862088332,7705.0,158471.0,4.757221986,4.968612006,4.69773737,5.031532275,Not compared,2021/22
E06000019,2021,County Of Herefordshire,Herefordshire,Persons,16+ yrs,6.1351,5.6074,0.5277,Type 2 Diabetes,8.736,13777.0,157704.0,8.44336132124558,9.03691357782827,,,Not compared,2021
E06000019,2021,County Of Herefordshire,Herefordshire,Persons,6+ yrs,6.1351,5.6074,0.5277,Asthma,6.777126582,12373.0,182570.0,6.662509756,6.893101388,6.5976721,6.960801488,Higher 99.8,2021/22
E06000019,2021,County Of Herefordshire,Herefordshire,Male,All ages,6.1351,5.6074,0.5277,Alcohol-related CVD,1422.128732,1605.25,92033.0,1352.691067,1494.178837,1313.847389,1536.441065,Similar,2021/22
E06000019,2021,County Of Herefordshire,Herefordshire,Female,All ages,6.1351,5.6074,0.5277,Alcohol-related CVD,192.7002401,237.38,95489.0,168.5334457,219.3109254,155.6825285,235.3356742,Better,2021/22
E06000019,2021,County Of Herefordshire,Herefordshire,Persons,All ages,6.1351,5.6074,0.5277,Alcohol-related CVD,769.9276175,1842.63,187522.0,734.7977586,806.2894013,715.1055531,827.5941698,Similar,2021/22
E06000019,2022,County Of Herefordshire,Herefordshire,Persons,18+ yrs,5.9664,5.5015,0.4649,CKD,4.861651155,7752.0,159452.0,4.75711641,4.967833055,4.697997744,5.030366269,Not compared,2022/23
E06000019,2022,County Of Herefordshire,Herefordshire,Persons,6+ yrs,5.9664,5.5015,0.4649,Asthma,6.841335197,12578.0,183853.0,6.726701004,6.957315212,6.661497967,7.025356731,Higher 99.8,2022/23
E06000019,2022,County Of Herefordshire,Herefordshire,Male,All ages,5.9664,5.5015,0.4649,Alcohol-related CVD,1401.825773,1622.92,92561.0,1333.803352,1472.393133,1295.744952,1513.781839,Similar,2022/23
E06000019,2022,County Of Herefordshire,Herefordshire,Female,All ages,5.9664,5.5015,0.4649,Alcohol-related CVD,212.316497,264.09,96158.0,186.9807605,240.0745295,173.4491738,256.7539171,Similar,2022/23
E06000019,2022,County Of Herefordshire,Herefordshire,Persons,All ages,5.9664,5.5015,0.4649,Alcohol-related CVD,770.3189142,1887.01,188719.0,735.5589582,806.2831303,716.0674737,827.3510476,Similar,2022/23
E06000019,2023,County Of Herefordshire,Herefordshire,Persons,18+ yrs,4.7121,4.2722,0.4399,CKD,5.135150316,8228.0,160229.0,5.027995464,5.243931221,4.967281608,5.308023584,Not compared,2023/24
E06000019,2023,County Of Herefordshire,Herefordshire,Persons,6+ yrs,4.7121,4.2722,0.4399,Asthma,6.946630535,12843.0,184881.0,6.831549791,7.063045243,6.766165189,7.131246044,Higher 99.8,2023/24
E06000019,2023,County Of Herefordshire,Herefordshire,Male,All ages,4.7121,4.2722,0.4399,Alcohol-related CVD,1443.7010355722,1686.69999999998,93186.0,1374.78272310345,1515.14759731942,1336.20047157898,1557.0386111213,Better,2023/24
E06000019,2023,County Of Herefordshire,Herefordshire,Female,All ages,4.7121,4.2722,0.4399,Alcohol-related CVD,228.79813400662,283.68,96704.0,202.336712056622,257.696182251831,188.16430707323,275.03631139548,Similar,2023/24
E06000019,2023,County Of Herefordshire,Herefordshire,Persons,All ages,4.7121,4.2722,0.4399,Alcohol-related CVD,797.69249699054,1970.37999999998,189890.0,762.364431697906,834.217844839378,742.542345831592,855.60737619217,Better,2023/24
E06000046,2012,Isle Of Wight,Isle of Wight,Persons,18+ yrs,9.4374,7.1977,2.2397,CKD,4.388587171,5101.0,116233.307,4.272300263,4.507164937,4.206710111,4.577485583,Not compared,2012/13
E06000046,2014,Isle Of Wight,Isle of Wight,Persons,18+ yrs,9.3063,7.0712,2.2351,CKD,4.350831902,5076.0,116667.3435,4.234978844,4.468969782,4.170063047,4.538602171,Not compared,2014/15
E06000046,2015,Isle Of Wight,Isle of Wight,Persons,18+ yrs,9.3449,7.9855,1.3594,CKD,4.192704796,4938.0,117776.0,4.079645498,4.308037723,4.015772749,4.376597996,Not compared,2015/16
E06000046,2016,Isle Of Wight,Isle of Wight,Persons,18+ yrs,10.1055,9.5588,0.5468,CKD,4.209115959,4995.0,118671.0,4.096066142,4.324421197,4.032674283,4.392463652,Not compared,2016/17
E06000046,2016,Isle Of Wight,Isle of Wight,Male,All ages,10.1055,9.5588,0.5468,Alcohol-related CVD,894.8423524,734.87,67891.0,830.5055224,962.7920879,795.0464725,1002.968167,Better,2016/17
E06000046,2016,Isle Of Wight,Isle of Wight,Female,All ages,10.1055,9.5588,0.5468,Alcohol-related CVD,140.0146312,132.11,71759.0,116.6405507,166.6159929,104.5684966,182.8616819,Better,2016/17
E06000046,2016,Isle Of Wight,Isle of Wight,Persons,All ages,10.1055,9.5588,0.5468,Alcohol-related CVD,486.4354299,866.98,139650.0,454.1573097,520.378324,436.3019416,540.4084381,Better,2016/17
E06000046,2017,Isle Of Wight,Isle of Wight,Persons,18+ yrs,9.1471,8.5761,0.5711,CKD,4.008126615,4794.0,119607.0,3.898476044,4.120027867,3.83642566,4.186711638,Not compared,2017/18
E06000046,2017,Isle Of Wight,Isle of Wight,Male,All ages,9.1471,8.5761,0.5711,Alcohol-related CVD,887.99956,751.36,68580.0,824.7977077,954.7102383,789.9463928,994.1430499,Better,2017/18
E06000046,2017,Isle Of Wight,Isle of Wight,Female,All ages,9.1471,8.5761,0.5711,Alcohol-related CVD,135.9226497,132.57,72697.0,113.2544511,161.7148396,101.5445963,177.4648671,Better,2017/18
E06000046,2017,Isle Of Wight,Isle of Wight,Persons,All ages,9.1471,8.5761,0.5711,Alcohol-related CVD,481.7847766,883.93,141277.0,450.1123301,515.0745836,432.5848317,534.7150215,Better,2017/18
E06000046,2018,Isle Of Wight,Isle of Wight,Persons,18+ yrs,9.2131,8.7234,0.4897,CKD,3.989775783,4792.0,120107.0,3.880582255,4.101211798,3.818791014,4.167618883,Not compared,2018/19
E06000046,2018,Isle Of Wight,Isle of Wight,Male,All ages,9.2131,8.7234,0.4897,Alcohol-related CVD,1043.062971,910.87,68751.0,975.3275591,1114.204361,937.8193611,1156.162594,Better,2018/19
E06000046,2018,Isle Of Wight,Isle of Wight,Female,All ages,9.2131,8.7234,0.4897,Alcohol-related CVD,154.3793256,152.2,72914.0,130.2739923,181.5701528,117.7251354,198.1137958,Better,2018/19
E06000046,2018,Isle Of Wight,Isle of Wight,Persons,All ages,9.2131,8.7234,0.4897,Alcohol-related CVD,564.8734333,1063.07,141665.0,530.8953167,600.4298474,512.0221465,621.3660851,Better,2018/19
E06000046,2019,Isle Of Wight,Isle of Wight,Persons,18+ yrs,8.0042,7.4429,0.5613,CKD,4.01591415,4835.0,120396.0,3.906151323,4.127912412,3.844507182,4.19415884,Not compared,2019/20
E06000046,2019,Isle Of Wight,Isle of Wight,Male,All ages,8.0042,7.4429,0.5613,Alcohol-related CVD,1187.495625,1057.93,68788.0,1115.859744,1262.467301,1076.07323,1306.614129,Better,2019/20
E06000046,2019,Isle Of Wight,Isle of Wight,Female,All ages,8.0042,7.4429,0.5613,Alcohol-related CVD,172.2809406,171.66,72976.0,146.8269365,200.7907767,133.4926468,218.0850109,Better,2019/20
E06000046,2019,Isle Of Wight,Isle of Wight,Persons,All ages,8.0042,7.4429,0.5613,Alcohol-related CVD,643.0171714,1229.59,141764.0,606.9876381,680.6000824,586.9213361,702.6977077,Better,2019/20
E06000046,2020,Isle Of Wight,Isle of Wight,Persons,18+ yrs,7.3128,6.5629,0.7499,CKD,4.083685873,4952.0,121263.0,3.973468709,4.196118196,3.911437517,4.262712394,Not compared,2020/21
E06000046,2020,Isle Of Wight,Isle of Wight,Persons,6+ yrs,7.3128,6.5629,0.7499,Asthma,7.746580377,10749.0,138758.0,7.606918364,7.887975458,7.527696522,7.970883709,Higher 99.8,2020/21
E06000046,2020,Isle Of Wight,Isle of Wight,Male,All ages,7.3128,6.5629,0.7499,Alcohol-related CVD,979.7687421,890.45,68443.0,915.4684132,1047.340205,879.8791889,1087.202978,Better,2020/21
E06000046,2020,Isle Of Wight,Isle of Wight,Female,All ages,7.3128,6.5629,0.7499,Alcohol-related CVD,143.5432075,145.67,72472.0,120.5711809,169.5253494,108.6408596,185.3515322,Better,2020/21
E06000046,2020,Isle Of Wight,Isle of Wight,Persons,All ages,7.3128,6.5629,0.7499,Alcohol-related CVD,531.2636126,1036.12,140915.0,498.891579,565.1592696,480.9193882,585.1229109,Better,2020/21
E06000046,2021,Isle Of Wight,Isle of Wight,Persons,18+ yrs,6.516,6.035,0.481,CKD,4.030145787,4893.0,121410.0,3.92088739,4.141620049,3.859345565,4.20772439,Not compared,2021/22
E06000046,2021,Isle Of Wight,Isle of Wight,Persons,16+ yrs,6.516,6.035,0.481,Type 2 Diabetes,9.802,11767.0,120043.0,9.49282412049331,10.1316239558463,,,Not compared,2021
E06000046,2021,Isle Of Wight,Isle of Wight,Persons,6+ yrs,6.516,6.035,0.481,Asthma,7.94493736,11041.0,138969.0,7.803682997,8.087911193,7.723494047,8.171764663,Higher 99.8,2021/22
E06000046,2021,Isle Of Wight,Isle of Wight,Male,All ages,6.516,6.035,0.481,Alcohol-related CVD,1259.835622,1148.97,68296.0,1186.660545,1336.277031,1145.956201,1381.251897,Better,2021/22
E06000046,2021,Isle Of Wight,Isle of Wight,Female,All ages,6.516,6.035,0.481,Alcohol-related CVD,179.055859,178.96,72589.0,153.0158553,208.1536172,139.346249,225.7868444,Better,2021/22
E06000046,2021,Isle Of Wight,Isle of Wight,Persons,All ages,6.516,6.035,0.481,Alcohol-related CVD,678.8861706,1327.93,140885.0,642.1464564,717.148748,621.6572589,739.6297725,Better,2021/22
E06000046,2022,Isle Of Wight,Isle of Wight,Persons,18+ yrs,6.3587,5.8448,0.514,CKD,3.95320926,4809.0,121648.0,3.844989064,4.063645844,3.783982184,4.129213534,Not compared,2022/23
E06000046,2022,Isle Of Wight,Isle of Wight,Persons,6+ yrs,6.3587,5.8448,0.514,Asthma,8.182543046,11391.0,139211.0,8.039731887,8.327057574,7.958236077,8.41219205,Higher 99.8,2022/23
E06000046,2022,Isle Of Wight,Isle of Wight,Male,All ages,6.3587,5.8448,0.514,Alcohol-related CVD,1263.920322,1168.46,68209.0,1190.887565,1340.185094,1150.2499,1385.048615,Better,2022/23
E06000046,2022,Isle Of Wight,Isle of Wight,Female,All ages,6.3587,5.8448,0.514,Alcohol-related CVD,184.3234986,188.17,72585.0,158.0994504,213.5459841,144.2996242,231.2339098,Better,2022/23
E06000046,2022,Isle Of Wight,Isle of Wight,Persons,All ages,6.3587,5.8448,0.514,Alcohol-related CVD,684.5333992,1356.63,140794.0,647.7416628,722.8335744,627.2160223,745.3322846,Better,2022/23
E06000046,2023,Isle Of Wight,Isle of Wight,Persons,18+ yrs,5.6565,5.0678,0.5887,CKD,4.800327667,5860.0,122075.0,4.681810486,4.921000174,4.614834573,4.992441733,Not compared,2023/24
E06000046,2023,Isle Of Wight,Isle of Wight,Persons,6+ yrs,5.6565,5.0678,0.5887,Asthma,8.26185942,11540.0,139678.0,8.118449672,8.406962478,8.037223101,8.491809069,Higher 99.8,2023/24
E06000046,2023,Isle Of Wight,Isle of Wight,Male,All ages,5.6565,5.0678,0.5887,Alcohol-related CVD,1346.62839384447,1276.37,68226.0,1272.08985969764,1424.31976860063,1230.54912790672,1469.98382468128,Better,2023/24
E06000046,2023,Isle Of Wight,Isle of Wight,Female,All ages,5.6565,5.0678,0.5887,Alcohol-related CVD,205.29608790096,208.01,72680.0,177.280219699097,236.34966136526,162.468411831796,255.103156382132,Better,2023/24
E06000046,2023,Isle Of Wight,Isle of Wight,Persons,All ages,5.6565,5.0678,0.5887,Alcohol-related CVD,733.57838530217,1484.38,140906.0,695.854425075257,772.779495559918,674.777519264573,795.788983032029,Better,2023/24
E06000010,2012,Kingston Upon Hull,Kingston upon Hull,Persons,18+ yrs,11.5612,9.5564,2.0048,CKD,4.27052777,9684.0,226763.5412,4.187992069,4.354241728,4.141143894,4.403520703,Not compared,2012/13
E06000010,2014,Kingston Upon Hull,Kingston upon Hull,Persons,18+ yrs,12.1213,9.9978,2.1235,CKD,4.075572791,9341.0,229194.7777,3.995224767,4.157093107,3.949750909,4.204981693,Not compared,2014/15
E06000010,2015,Kingston Upon Hull,Kingston upon Hull,Persons,18+ yrs,9.3829,8.39,0.9929,CKD,3.849204478,8978.0,233243.0,3.771755255,3.927813103,3.727933528,3.974018727,Not compared,2015/16
E06000010,2016,Kingston Upon Hull,Kingston upon Hull,Persons,18+ yrs,9.6177,9.116,0.5017,CKD,3.612902165,8786.0,243184.0,3.539445043,3.68747876,3.497831261,3.731390087,Not compared,2016/17
E06000010,2016,Kingston Upon Hull,Kingston upon Hull,Male,All ages,9.6177,9.116,0.5017,Alcohol-related CVD,1751.884537,1682.81,133085.0,1666.897903,1839.992556,1619.321844,1891.653602,Worse,2016/17
E06000010,2016,Kingston Upon Hull,Kingston upon Hull,Female,All ages,9.6177,9.116,0.5017,Alcohol-related CVD,339.9901646,384.92,132253.0,306.6094799,375.9912882,288.5371116,397.4757846,Worse,2016/17
E06000010,2016,Kingston Upon Hull,Kingston upon Hull,Persons,All ages,9.6177,9.116,0.5017,Alcohol-related CVD,985.7680325,2067.73,265338.0,943.2830241,1029.65795,919.4294952,1055.350931,Worse,2016/17
E06000010,2017,Kingston Upon Hull,Kingston upon Hull,Persons,18+ yrs,8.9699,8.5531,0.4169,CKD,3.624113265,8547.0,235837.0,3.549427634,3.699952878,3.506941279,3.744807807,Not compared,2017/18
E06000010,2017,Kingston Upon Hull,Kingston upon Hull,Male,All ages,8.9699,8.5531,0.4169,Alcohol-related CVD,1767.304919,1734.88,134452.0,1682.732059,1854.936068,1635.366057,1906.304762,Worse,2017/18
E06000010,2017,Kingston Upon Hull,Kingston upon Hull,Female,All ages,8.9699,8.5531,0.4169,Alcohol-related CVD,319.0101148,367.59,133114.0,287.0437594,353.5468825,269.7633843,374.1734904,Worse,2017/18
E06000010,2017,Kingston Upon Hull,Kingston upon Hull,Persons,All ages,8.9699,8.5531,0.4169,Alcohol-related CVD,986.232704,2102.47,267566.0,944.1164619,1029.729899,920.4646615,1055.189848,Worse,2017/18
E06000010,2018,Kingston Upon Hull,Kingston upon Hull,Persons,18+ yrs,9.7553,9.3277,0.4277,CKD,3.498482037,8297.0,237160.0,3.425269194,3.572846496,3.383655286,3.616821812,Not compared,2018/19
E06000010,2018,Kingston Upon Hull,Kingston upon Hull,Male,All ages,9.7553,9.3277,0.4277,Alcohol-related CVD,1564.603904,1565.81,134657.0,1486.0691,1646.131162,1442.153428,1693.962422,Worse,2018/19
E06000010,2018,Kingston Upon Hull,Kingston upon Hull,Female,All ages,9.7553,9.3277,0.4277,Alcohol-related CVD,284.6841276,330.04,133566.0,254.6417886,317.2819994,238.4615218,336.7873056,Worse,2018/19
E06000010,2018,Kingston Upon Hull,Kingston upon Hull,Persons,All ages,9.7553,9.3277,0.4277,Alcohol-related CVD,878.0795724,1895.85,268223.0,838.6519176,918.869951,816.5415764,942.7641798,Worse,2018/19
E06000010,2019,Kingston Upon Hull,Kingston upon Hull,Persons,18+ yrs,9.605,9.1422,0.4628,CKD,3.37286786,8048.0,238610.0,3.301149653,3.445734728,3.260420202,3.488817247,Not compared,2019/20
E06000010,2019,Kingston Upon Hull,Kingston upon Hull,Male,All ages,9.605,9.1422,0.4628,Alcohol-related CVD,1502.620006,1520.96,134821.0,1426.069922,1582.130515,1383.283679,1628.790166,Similar,2019/20
E06000010,2019,Kingston Upon Hull,Kingston upon Hull,Female,All ages,9.605,9.1422,0.4628,Alcohol-related CVD,277.0030522,324.19,133928.0,247.5198059,309.0178372,231.6507438,328.1804104,Worse,2019/20
E06000010,2019,Kingston Upon Hull,Kingston upon Hull,Persons,All ages,9.605,9.1422,0.4628,Alcohol-related CVD,844.0313932,1845.15,268749.0,805.626966,883.7816394,784.098763,907.0714956,Similar,2019/20
E06000010,2020,Kingston Upon Hull,Kingston upon Hull,Persons,18+ yrs,7.1733,6.6742,0.4991,CKD,3.132721866,7480.0,238770.0,3.063568419,3.203030932,3.024337727,3.244624598,Not compared,2020/21
E06000010,2020,Kingston Upon Hull,Kingston upon Hull,Persons,6+ yrs,7.1733,6.6742,0.4991,Asthma,6.391620653,18081.0,282886.0,6.302099753,6.482028448,6.25089367,6.535097505,Similar,2020/21
E06000010,2020,Kingston Upon Hull,Kingston upon Hull,Male,All ages,7.1733,6.6742,0.4991,Alcohol-related CVD,1093.320563,1115.67,133725.0,1028.371276,1161.213014,992.2622535,1201.169721,Similar,2020/21
E06000010,2020,Kingston Upon Hull,Kingston upon Hull,Female,All ages,7.1733,6.6742,0.4991,Alcohol-related CVD,195.7336557,229.64,133866.0,171.114638,222.8861861,158.0417249,239.248643,Similar,2020/21
E06000010,2020,Kingston Upon Hull,Kingston upon Hull,Persons,All ages,7.1733,6.6742,0.4991,Alcohol-related CVD,611.5669829,1345.31,267591.0,579.052909,645.4198367,560.916287,665.3075732,Similar,2020/21
E06000010,2021,Kingston Upon Hull,Kingston upon Hull,Persons,18+ yrs,7.6056,7.1873,0.4183,CKD,3.312169268,8018.0,242077.0,3.241479149,3.383993525,3.201540943,3.426253964,Not compared,2021/22
E06000010,2021,Kingston Upon Hull,Kingston upon Hull,Persons,16+ yrs,7.6056,7.1873,0.4183,Type 2 Diabetes,8.066,17228.0,213588.0,7.75245688973319,8.4067093338115,,,Not compared,2021
E06000010,2021,Kingston Upon Hull,Kingston upon Hull,Persons,6+ yrs,7.6056,7.1873,0.4183,Asthma,6.482649512,18603.0,286966.0,6.393006285,6.573164589,6.342003711,6.626000031,Similar,2021/22
E06000010,2021,Kingston Upon Hull,Kingston upon Hull,Male,All ages,7.6056,7.1873,0.4183,Alcohol-related CVD,1310.102437,1358.2,133039.0,1239.685939,1383.404262,1200.400707,1426.463573,Better,2021/22
E06000010,2021,Kingston Upon Hull,Kingston upon Hull,Female,All ages,7.6056,7.1873,0.4183,Alcohol-related CVD,217.0760427,256.21,133477.0,191.2036646,245.4617337,177.402275,262.5286192,Similar,2021/22
E06000010,2021,Kingston Upon Hull,Kingston upon Hull,Persons,All ages,7.6056,7.1873,0.4183,Alcohol-related CVD,725.8573224,1614.41,266516.0,690.6217021,762.414763,670.9090407,783.8571357,Similar,2021/22
E06000010,2022,Kingston Upon Hull,Kingston upon Hull,Persons,18+ yrs,7.5183,7.1482,0.3701,CKD,3.346120883,8199.0,245030.0,3.275669986,3.417691185,3.235600137,3.4600537,Not compared,2022/23
E06000010,2022,Kingston Upon Hull,Kingston upon Hull,Persons,6+ yrs,7.5183,7.1482,0.3701,Asthma,6.411164198,18652.0,290930.0,6.322743311,6.500446942,6.272265159,6.552735794,Similar,2022/23
E06000010,2022,Kingston Upon Hull,Kingston upon Hull,Male,All ages,7.5183,7.1482,0.3701,Alcohol-related CVD,1480.926808,1560.19,134568.0,1406.807561,1557.875449,1365.363346,1603.021857,Similar,2022/23
E06000010,2022,Kingston Upon Hull,Kingston upon Hull,Female,All ages,7.5183,7.1482,0.3701,Alcohol-related CVD,250.277537,296.74,134284.0,222.5343124,280.5158326,207.6500254,298.6446384,Similar,2022/23
E06000010,2022,Kingston Upon Hull,Kingston upon Hull,Persons,All ages,7.5183,7.1482,0.3701,Alcohol-related CVD,825.9025604,1856.93,268852.0,788.5742865,864.5347059,767.6474274,887.1683339,Worse,2022/23
E06000010,2023,Kingston Upon Hull,Kingston upon Hull,Persons,18+ yrs,7.1935,6.6961,0.4973,CKD,3.30932058,8200.0,247785.0,3.239451766,3.380297495,3.200030031,3.421988101,Not compared,2023/24
E06000010,2023,Kingston Upon Hull,Kingston upon Hull,Persons,6+ yrs,7.1935,6.6961,0.4973,Asthma,6.310752155,18581.0,294434.0,6.223384844,6.398973687,6.173679141,6.450472435,Lower 99.8,2023/24
E06000010,2023,Kingston Upon Hull,Kingston upon Hull,Male,All ages,7.1935,6.6961,0.4973,Alcohol-related CVD,1588.3512566236,1704.12999999999,136575.0,1512.31492892262,1667.162368556,1469.74125869625,1713.36753155043,Similar,2023/24
E06000010,2023,Kingston Upon Hull,Kingston upon Hull,Female,All ages,7.1935,6.6961,0.4973,Alcohol-related CVD,272.749318533651,324.5,135367.0,243.797979476387,304.185282539839,228.214679468896,323.001075348803,Similar,2023/24
E06000010,2023,Kingston Upon Hull,Kingston upon Hull,Persons,All ages,7.1935,6.6961,0.4973,Alcohol-related CVD,892.360775754444,2028.62999999999,271942.0,853.753285922606,932.257420877741,832.082455144342,955.616078484714,Worse,2023/24
E08000034,2012,Kirklees,Kirklees,Persons,18+ yrs,10.366,8.335,2.031,CKD,4.296945866,14174.0,329862.1961,4.228231588,4.366469523,4.189203889,4.407167389,Not compared,2012/13
E08000034,2014,Kirklees,Kirklees,Persons,18+ yrs,10.1027,8.0948,2.0079,CKD,3.954426169,13280.0,335826.2219,3.889020497,4.020634682,3.851733824,4.059573506,Not compared,2014/15
E08000034,2015,Kirklees,Kirklees,Persons,18+ yrs,7.8438,6.8008,1.043,CKD,3.9904079,13512.0,338612.0,3.924949271,4.056661951,3.887673427,4.09557514,Not compared,2015/16
E08000034,2016,Kirklees,Kirklees,Persons,18+ yrs,8.89,8.423,0.4671,CKD,4.002178853,13666.0,341464.0,3.93697396,4.068172259,3.89986282,4.106906675,Not compared,2016/17
E08000034,2016,Kirklees,Kirklees,Male,All ages,8.89,8.423,0.4671,Alcohol-related CVD,1400.265025,2436.57,212892.0,1343.918822,1458.32524,1312.215247,1492.273716,Similar,2016/17
E08000034,2016,Kirklees,Kirklees,Female,All ages,8.89,8.423,0.4671,Alcohol-related CVD,217.3691533,445.01,219696.0,197.5683459,238.6113425,186.7992856,251.2585272,Similar,2016/17
E08000034,2016,Kirklees,Kirklees,Persons,All ages,8.89,8.423,0.4671,Alcohol-related CVD,754.2937141,2881.58,432588.0,726.8692845,782.48423,711.4078056,798.949388,Similar,2016/17
E08000034,2017,Kirklees,Kirklees,Persons,18+ yrs,7.5116,7.1714,0.3401,CKD,3.955960362,13625.0,344417.0,3.891315039,4.021388468,3.854522835,4.059791563,Not compared,2017/18
E08000034,2017,Kirklees,Kirklees,Male,All ages,7.5116,7.1714,0.3401,Alcohol-related CVD,1337.678808,2368.39,213105.0,1283.267014,1393.769828,1252.66275,1426.573309,Similar,2017/18
E08000034,2017,Kirklees,Kirklees,Female,All ages,7.5116,7.1714,0.3401,Alcohol-related CVD,211.4997843,440.29,220288.0,192.1432825,232.273155,181.6192611,244.6432713,Similar,2017/18
E08000034,2017,Kirklees,Kirklees,Persons,All ages,7.5116,7.1714,0.3401,Alcohol-related CVD,724.5662289,2808.68,433393.0,697.9193217,751.9672501,682.9006285,767.9738924,Better,2017/18
E08000034,2018,Kirklees,Kirklees,Persons,18+ yrs,8.057,7.7485,0.3085,CKD,3.886205573,13461.0,346379.0,3.822360237,3.950830804,3.785921913,3.988873194,Not compared,2018/19
E08000034,2018,Kirklees,Kirklees,Male,All ages,8.057,7.7485,0.3085,Alcohol-related CVD,1329.558673,2394.28,212977.0,1275.850227,1384.915501,1245.637425,1417.287171,Better,2018/19
E08000034,2018,Kirklees,Kirklees,Female,All ages,8.057,7.7485,0.3085,Alcohol-related CVD,211.9268069,446.9,220594.0,192.674707,232.5772634,182.2027351,244.871332,Better,2018/19
E08000034,2018,Kirklees,Kirklees,Persons,All ages,8.057,7.7485,0.3085,Alcohol-related CVD,723.7304931,2841.18,433571.0,697.2695957,750.9358787,682.3537588,766.827074,Better,2018/19
E08000034,2019,Kirklees,Kirklees,Persons,18+ yrs,9.0255,8.5853,0.4402,CKD,3.92310294,13687.0,348882.0,3.859141989,3.98783738,3.822821165,4.025749554,Not compared,2019/20
E08000034,2019,Kirklees,Kirklees,Male,All ages,9.0255,8.5853,0.4402,Alcohol-related CVD,1383.007311,2534.48,212875.0,1328.842464,1438.787151,1298.351429,1471.393554,Better,2019/20
E08000034,2019,Kirklees,Kirklees,Female,All ages,9.0255,8.5853,0.4402,Alcohol-related CVD,211.9421659,452.23,220384.0,192.808077,232.4575056,182.3965937,244.6688919,Better,2019/20
E08000034,2019,Kirklees,Kirklees,Persons,All ages,9.0255,8.5853,0.4402,Alcohol-related CVD,750.75166,2986.71,433259.0,723.9866276,778.250882,708.8907791,794.3086811,Better,2019/20
E08000034,2020,Kirklees,Kirklees,Persons,18+ yrs,6.9649,6.4314,0.5335,CKD,3.853179065,13501.0,350386.0,3.789921518,3.917208314,3.753900418,3.954816212,Not compared,2020/21
E08000034,2020,Kirklees,Kirklees,Persons,6+ yrs,6.9649,6.4314,0.5335,Asthma,7.280824636,30457.0,418318.0,7.202468773,7.35976393,7.157668682,7.405799602,Higher 99.8,2020/21
E08000034,2020,Kirklees,Kirklees,Male,All ages,6.9649,6.4314,0.5335,Alcohol-related CVD,1052.819084,1942.62,212508.0,1005.847554,1101.394044,979.4976959,1129.842999,Better,2020/21
E08000034,2020,Kirklees,Kirklees,Female,All ages,6.9649,6.4314,0.5335,Alcohol-related CVD,155.1638011,335.63,220370.0,138.9699252,172.7231581,130.2430347,183.2268502,Better,2020/21
E08000034,2020,Kirklees,Kirklees,Persons,All ages,6.9649,6.4314,0.5335,Alcohol-related CVD,568.0069801,2278.25,432878.0,544.861801,591.8806879,531.8500946,605.8464472,Better,2020/21
E08000034,2021,Kirklees,Kirklees,Persons,18+ yrs,6.9066,6.4767,0.43,CKD,3.877780859,13704.0,353398.0,3.814637735,3.941688573,3.778640275,3.979258513,Not compared,2021/22
E08000034,2021,Kirklees,Kirklees,Persons,16+ yrs,6.9066,6.4767,0.43,Type 2 Diabetes,8.758,30373.0,346811.0,8.52790036194059,9.0064023099979,,,Not compared,2021
E08000034,2021,Kirklees,Kirklees,Persons,6+ yrs,6.9066,6.4767,0.43,Asthma,7.518324508,31705.0,421703.0,7.439054081,7.598169356,7.39378044,7.644662232,Higher 99.8,2021/22
E08000034,2021,Kirklees,Kirklees,Male,All ages,6.9066,6.4767,0.43,Alcohol-related CVD,1302.453299,2418.96,212435.0,1250.264528,1356.235483,1220.902819,1387.684108,Better,2021/22
E08000034,2021,Kirklees,Kirklees,Female,All ages,6.9066,6.4767,0.43,Alcohol-related CVD,203.0814019,439.76,221023.0,184.5075511,223.0156841,174.4094216,234.8863641,Better,2021/22
E08000034,2021,Kirklees,Kirklees,Persons,All ages,6.9066,6.4767,0.43,Alcohol-related CVD,707.7729155,2858.72,433458.0,682.0079418,734.2605358,667.4833647,749.7318667,Better,2021/22
