Source Name	Characteristics [Organism]	Description	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Scan Name	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
GSE7543GSM182815_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182815_Cy3 sample	P-G7543-2	GSE7543GSM182815_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182815_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice parent 2	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 2	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182815_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182815_Cy5 sample	P-G7543-2	GSE7543GSM182815_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182815_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice parent 2	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 2	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182773_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182773_Cy5 sample	P-G7543-2	GSE7543GSM182773_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182773_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 19	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 19	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182773_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182773_Cy3 sample	P-G7543-2	GSE7543GSM182773_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182773_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 19	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 19	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182797_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182797_Cy3 sample	P-G7543-2	GSE7543GSM182797_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182797_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 20	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 20	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182797_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182797_Cy5 sample	P-G7543-2	GSE7543GSM182797_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182797_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 20	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 20	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182822_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182822_Cy3 sample	P-G7543-2	GSE7543GSM182822_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182822_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice parent 9	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 9	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182822_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182822_Cy5 sample	P-G7543-2	GSE7543GSM182822_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182822_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice parent 9	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 9	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182801_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182801_Cy3 sample	P-G7543-2	GSE7543GSM182801_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182801_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 24	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 24	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182801_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182801_Cy5 sample	P-G7543-2	GSE7543GSM182801_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182801_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 24	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 24	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182803_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182803_Cy3 sample	P-G7543-2	GSE7543GSM182803_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182803_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice parent 2	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 2	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182803_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182803_Cy5 sample	P-G7543-2	GSE7543GSM182803_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182803_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice parent 2	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 2	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182780_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182780_Cy5 sample	P-G7543-2	GSE7543GSM182780_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182780_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 3	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 3	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182780_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182780_Cy3 sample	P-G7543-2	GSE7543GSM182780_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182780_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 3	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 3	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182768_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182768_Cy5 sample	P-G7543-2	GSE7543GSM182768_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182768_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 14	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 14	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182768_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182768_Cy3 sample	P-G7543-2	GSE7543GSM182768_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182768_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 14	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 14	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182798_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182798_Cy3 sample	P-G7543-2	GSE7543GSM182798_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182798_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 21	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 21	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182798_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182798_Cy5 sample	P-G7543-2	GSE7543GSM182798_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182798_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 21	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 21	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182825_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182825_Cy3 sample	P-G7543-2	GSE7543GSM182825_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182825_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice parent 12	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 12	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182825_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182825_Cy5 sample	P-G7543-2	GSE7543GSM182825_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182825_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice parent 12	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 12	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182788_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182788_Cy3 sample	P-G7543-2	GSE7543GSM182788_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182788_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 11	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 11	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182788_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182788_Cy5 sample	P-G7543-2	GSE7543GSM182788_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182788_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 11	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 11	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182755_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182755_Cy5 sample	P-G7543-2	GSE7543GSM182755_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182755_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 1	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 1	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182755_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182755_Cy3 sample	P-G7543-2	GSE7543GSM182755_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182755_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 1	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 1	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182810_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182810_Cy3 sample	P-G7543-2	GSE7543GSM182810_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182810_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice parent 9	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 9	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182810_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182810_Cy5 sample	P-G7543-2	GSE7543GSM182810_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182810_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice parent 9	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 9	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182792_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182792_Cy5 sample	P-G7543-2	GSE7543GSM182792_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182792_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 15	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 15	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182792_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182792_Cy3 sample	P-G7543-2	GSE7543GSM182792_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182792_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 15	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 15	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182824_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182824_Cy3 sample	P-G7543-2	GSE7543GSM182824_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182824_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice parent 11	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 11	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182824_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182824_Cy5 sample	P-G7543-2	GSE7543GSM182824_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182824_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice parent 11	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 11	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182786_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182786_Cy5 sample	P-G7543-2	GSE7543GSM182786_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182786_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 9	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 9	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182786_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182786_Cy3 sample	P-G7543-2	GSE7543GSM182786_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182786_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 9	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 9	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
